Symbol,Company Name,Sector,Exchange,Volume of listed
DAC,CTCP 382 Đông Anh,Nguyên vật liệu,UPCoM,1004974
DAD,CTCP Đầu tư và Phát triển Giáo dục Đà Nẵng,Truyền thông và giải trí,HNX,5000000
DAE,CTCP Sách Giáo dục tại Thành phố Đà Nẵng,Truyền thông và giải trí,HNX,1925658
DAG,CTCP Tập đoàn Nhựa Đông Á,Nguyên vật liệu,HOSE,51795085
DAH,CTCP Tập đoàn Khách sạn Đông Á,Dịch vụ tiêu dùng,HOSE,34200000
DAN,CTCP Dược Danapha,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,20938000
DAS,CTCP Máy - Thiết bị Dầu khí Đà Nẵng,Phân phối và bán lẻ hàng lâu bền,UPCoM,4200000
DAT,CTCP Đầu tư du lịch và Phát triển Thủy sản,"Thực phẩm, đồ uống và thuốc lá",HOSE,46005413
DBC,CTCP Tập đoàn Dabaco Việt Nam,"Thực phẩm, đồ uống và thuốc lá",HOSE,115239430
DBD,CTCP Dược - Trang thiết bị Y tế Bình Định (BIDIPHAR),"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,57612444
DBM,CTCP Dược - Vật tư Y Tế Đăk Lăk,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,1941588
DBT,CTCP Dược phẩm Bến Tre,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,14205116
DC1,CTCP Đầu tư Phát triển Xây dựng Số 1,Tư liệu sản xuất,UPCoM,4504337
DC2,CTCP Đầu tư - Phát triển - Xây dựng (DIC) Số 2,Tư liệu sản xuất,HNX,7556341
DC4,CTCP Xây dựng DIC Holdings,Tư liệu sản xuất,HOSE,31999758
DCF,CTCP Xây dựng và Thiết kế Số 1,Tư liệu sản xuất,UPCoM,30000000
DCG,CTCP Tổng Công ty May Đáp Cầu,Hàng tiêu dùng và trang trí,UPCoM,6825000
DCH,CTCP Địa chính Hà Nội,Dịch vụ chuyên biệt và thương mại,UPCoM,2880000
DCL,CTCP Dược phẩm Cửu Long,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,56832824
DCM,CTCP Phân bón Dầu khí Cà Mau,Nguyên vật liệu,HOSE,529400000
DCR,CTCP Gạch men Cosevco,Nguyên vật liệu,UPCoM,6500000
DCS,CTCP Tập đoàn Đại Châu,Hàng tiêu dùng và trang trí,UPCoM,60310988
DCT,CTCP Tấm lợp Vật liệu Xây dựng Đồng Nai,Nguyên vật liệu,UPCoM,27223647
DDG,CTCP Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Dịch vụ tiện ích,HNX,59839886
DDH,CTCP Đảm bảo Giao thông Đường thủy Hải Phòng,Vận tải,UPCoM,3600000
DDM,CTCP Hàng Hải Đông Đô,Vận tải,UPCoM,12244495
DDN,CTCP Dược và Thiết bị Y tế Đà Nẵng,Phân phối và bán lẻ hàng lâu bền,UPCoM,15349328
DDV,CTCP DAP - VINACHEM,Nguyên vật liệu,UPCoM,146109900
DFC,CTCP Xích líp Đông Anh,Nguyên vật liệu,UPCoM,11400000
DFF,CTCP Tập đoàn Đua Fat,Tư liệu sản xuất,UPCoM,80000000
DGC,CTCP Tập đoàn Hóa chất Đức Giang,Nguyên vật liệu,HOSE,171080556
DGT,CTCP Công trình Giao thông Đồng Nai,Tư liệu sản xuất,UPCoM,79000000
DGW,CTCP Thế Giới Số,Phân phối và bán lẻ hàng lâu bền,HOSE,44351747
DHA,CTCP Hóa An,Nguyên vật liệu,HOSE,15119946
DHB,CTCP Phân đạm và Hóa chất Hà Bắc,Nguyên vật liệu,UPCoM,272200000
DHC,CTCP Đông Hải Bến Tre,Nguyên vật liệu,HOSE,55995783
DHD,CTCP Dược Vật tư Y tế Hải Dương,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,27947317
DHG,CTCP Dược Hậu Giang,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,130746071
DHM,CTCP Thương mại và Khai thác Khoáng sản Dương Hiếu,Nguyên vật liệu,HOSE,31396180
DHN,CTCP Dược phẩm Hà Nội,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,6290900
DHP,CTCP Điện cơ Hải Phòng,Hàng tiêu dùng và trang trí,HNX,9492200
DHT,CTCP Dược phẩm Hà Tây,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,82341773
DIC,CTCP Đầu tư và Thương mại DIC,Phân phối và bán lẻ hàng lâu bền,UPCoM,26585840
DID,CTCP DIC - Đồng Tiến,Nguyên vật liệu,UPCoM,15622552
DIG,Tổng Công ty cổ phần Đầu tư Phát triển Xây dựng,Phát triển và quản lý bất động sản,HOSE,409890962
DIH,CTCP Đầu tư Phát triển Xây dựng - Hội An,Tư liệu sản xuất,HNX,6879164
DKC,CTCP Chợ Lạng Sơn,Phát triển và quản lý bất động sản,UPCoM,2288540
DL1,CTCP Tập đoàn Alpha Seven,Vận tải,HNX,106236094
DLD,CTCP Du lịch Đắk Lắk,Dịch vụ tiêu dùng,UPCoM,9307415
DLG,CTCP Tập đoàn Đức Long Gia Lai,Tư liệu sản xuất,HOSE,299309720
DLR,CTCP Địa ốc Đà Lạt,Tư liệu sản xuất,UPCoM,4500000
DLT,CTCP Du lịch và Thương mại - Vinacomin,Dịch vụ tiêu dùng,UPCoM,2500056
DM7,CTCP Dệt May 7,Hàng tiêu dùng và trang trí,UPCoM,15411100
DMC,CTCP Xuất nhập khẩu Y Tế Domesco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,34727465
DMN,CTCP Domenal,"Thực phẩm, đồ uống và thuốc lá",UPCoM,12500000
DMS,CTCP Hóa phẩm Dầu khí DMC - Miền Nam,Đồ gia dụng và cá nhân,UPCoM,4000000
DNA,CTCP Điện Nước An Giang,Dịch vụ tiện ích,UPCoM,56329567
DNC,CTCP Điện Nước Lắp máy Hải Phòng,Dịch vụ tiện ích,HNX,8027780
DND,CTCP Đầu tư Xây dựng và Vật liệu Đồng Nai,Nguyên vật liệu,UPCoM,8834000
DNE,CTCP Môi trường Đô thị Đà Nẵng,Dịch vụ tiện ích,UPCoM,5773600
DNH,CTCP Thủy điện Đa Nhim - Hàm Thuận - Đa Mi,Dịch vụ tiện ích,UPCoM,422400000
DNL,CTCP Logistics Cảng Đà Nẵng,Vận tải,UPCoM,4310000
DNM,Tổng Công ty cổ phần Y tế DANAMECO,Dịch vụ và thiết bị chăm sóc sức khỏe,UPCoM,5253070
DNN,CTCP Cấp nước Đà Nẵng,Dịch vụ tiện ích,UPCoM,57964061
DNP,CTCP DNP Holding,Nguyên vật liệu,HNX,140974846
DNT,CTCP Du lịch Đồng Nai,Dịch vụ tiêu dùng,UPCoM,7459675
DNW,CTCP Cấp nước Đồng Nai,Dịch vụ tiện ích,UPCoM,120000000
DOC,CTCP Vật tư Nông Nghiệp Đồng Nai,Nguyên vật liệu,UPCoM,10000000
DOP,CTCP Vận tải Xăng dầu Đồng Tháp,Vận tải,UPCoM,4719950
DP1,CTCP Dược phẩm Trung ương CPC1,Phân phối và bán lẻ hàng lâu bền,UPCoM,20979000
DP2,CTCP Dược phẩm Trung ương 2,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,20000000
DP3,CTCP Dược phẩm Trung ương 3,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,21499933
DPC,CTCP Nhựa Đà Nẵng,Nguyên vật liệu,UPCoM,2237280
DPG,CTCP Tập đoàn Đạt Phương,Tư liệu sản xuất,HOSE,44999810
DPH,CTCP Dược phẩm Hải Phòng,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,3000000
DPM,Tổng Công ty Phân bón và Hóa chất Dầu khí - CTCP,Nguyên vật liệu,HOSE,391400000
DPP,CTCP Dược Đồng Nai,Phân phối và bán lẻ hàng lâu bền,UPCoM,3000010
DPR,CTCP Cao su Đồng Phú,Nguyên vật liệu,HOSE,43000000
DPS,CTCP Đầu tư Phát triển Sóc Sơn,Phân phối và bán lẻ hàng lâu bền,UPCoM,31085257
DQC,CTCP Tập đoàn Điện Quang,Hàng tiêu dùng và trang trí,HOSE,34359416
DRC,CTCP Cao su Đà Nẵng,Xe và linh kiện,HOSE,118792605
DRG,CTCP Cao su Đắk Lắk,Nguyên vật liệu,UPCoM,1658400
DRH,CTCP DRH Holdings,Phát triển và quản lý bất động sản,HOSE,60999933
DRI,CTCP Đầu tư Cao su Đắk Lắk,Nguyên vật liệu,UPCoM,73200000
DRL,CTCP Thủy điện - Điện Lực 3,Dịch vụ tiện ích,HOSE,9500000
DS3,CTCP Quản lý Đường sông Số 3,Vận tải,HNX,10669730
DSC,CTCP Chứng khoán DSC,Dịch vụ tài chính,UPCoM,204838925
DSD,CTCP DHC Suối Đôi,Dịch vụ tiêu dùng,UPCoM,36600000
DSE,CTCP Chứng khoán DNSE,Dịch vụ tài chính,HOSE,0
DSG,CTCP Kính Đáp Cầu,Hàng tiêu dùng và trang trí,UPCoM,30000000
DSN,CTCP Công viên nước Đầm Sen,Dịch vụ tiêu dùng,HOSE,12083009
DSP,CTCP Dịch vụ Du lịch Phú Thọ,Dịch vụ tiêu dùng,UPCoM,118684000
DST,CTCP Đầu tư Sao Thăng Long,Truyền thông và giải trí,HNX,32300000
DTA,CTCP Đệ Tam,Phát triển và quản lý bất động sản,HOSE,18059832
DTB,CTCP Công trình Đô thị Bảo Lộc,Dịch vụ chuyên biệt và thương mại,UPCoM,1558248
DTC,CTCP Viglacera Đông Triều,Nguyên vật liệu,HNX,10000000
DTD,CTCP Đầu tư Phát triển Thành Đạt,Phát triển và quản lý bất động sản,HNX,56745285
DTE,CTCP Đầu tư Năng lượng Đại Trường Thành Holdings,Dịch vụ tiện ích,UPCoM,50725887
DTG,CTCP Dược phẩm Tipharco,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,8352573
DTH,CTCP Dược Vật tư Y Tế Thanh Hóa,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,7471614
DTI,CTCP Đầu tư Đức Trung,Phát triển và quản lý bất động sản,UPCoM,13488800
DTK,Tổng Công ty Điện lực TKV - CTCP,Dịch vụ tiện ích,HNX,682767475
DTL,CTCP Đại Thiên Lộc,Nguyên vật liệu,HOSE,61435604
DTP,CTCP Dược phẩm CPC1 Hà Nội,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,16229042
DTT,CTCP Kỹ nghệ Đô Thành,Nguyên vật liệu,HOSE,8151820
DUS,CTCP Dịch vụ Đô thị Đà Lạt,Dịch vụ chuyên biệt và thương mại,UPCoM,5614300
DVC,CTCP Thương mại Dịch vụ Tổng hợp Cảng Hải Phòng,Phân phối và bán lẻ hàng lâu bền,UPCoM,10793670
DVG,CTCP Đại Việt Group DVG,Nguyên vật liệu,UPCoM,28000000
DVM,CTCP Dược liệu Việt Nam,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HNX,35650000
DVN,Tổng Công ty Dược Việt Nam - CTCP,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",UPCoM,237000000
DVP,CTCP Đầu tư và Phát triển Cảng Đình Vũ,Vận tải,HOSE,40000000
DVW,CTCP Dịch vụ và Xây dựng Cấp nước Đồng Nai,Tư liệu sản xuất,UPCoM,2345000
DWC,CTCP Cấp nước Đắk Lắk,Dịch vụ tiện ích,UPCoM,20172800
DWS,CTCP Cấp nước và Môi trường đô thị Đồng Tháp,Dịch vụ tiện ích,UPCoM,25918130
DXG,CTCP Tập đoàn Đất Xanh,Phát triển và quản lý bất động sản,HOSE,520034667
DXL,CTCP Du Lịch và Xuất nhập khẩu Lạng Sơn,Dịch vụ tiêu dùng,UPCoM,3957900
DXP,CTCP Cảng Đoạn Xá,Vận tải,HNX,59910133
DXS,CTCP Dịch vụ Bất động sản Đất Xanh,Phát triển và quản lý bất động sản,HOSE,0
DXV,CTCP VICEM Vật liệu Xây dựng Đà Nẵng,Nguyên vật liệu,HOSE,9900000
DZM,CTCP Cơ điện Dzĩ An,Tư liệu sản xuất,UPCoM,5395985
E12,CTCP Xây dựng Điện VNECO12,Tư liệu sản xuất,UPCoM,1200000
E1VFVN30,Quỹ ETF DCVFMVN30,Dịch vụ tài chính,HOSE,403000000
E29,CTCP Đầu tư Xây dựng và Kỹ thuật 29,Tư liệu sản xuất,UPCoM,5000000
EBS,CTCP Sách Giáo dục tại Thành phố Hà Nội,Truyền thông và giải trí,HNX,10219484
ECI,CTCP Tập Đoàn ECI,Truyền thông và giải trí,HNX,1860000
EFI,CTCP Đầu tư Tài chính Giáo dục,Dịch vụ tài chính,UPCoM,10880000
EIB,Ngân hàng TMCP Xuất nhập khẩu Việt Nam,Tổ chức tín dụng,HOSE,1235522904
EIC,CTCP EVN Quốc tế,Dịch vụ tiện ích,UPCoM,36677145
EID,CTCP Đầu tư và Phát triển Giáo dục Hà Nội,Truyền thông và giải trí,HNX,15000000
EIN,CTCP Đầu tư - Thương mại - Dịch vụ Điện Lực,Dịch vụ tiêu dùng,UPCoM,45407161
ELC,CTCP Công Nghệ - Viễn Thông Elcom,Dịch vụ viễn thông,HOSE,50928243
EME,CTCP Điện cơ,Nguyên vật liệu,UPCoM,3780298
EMG,CTCP Thiết bị Phụ Tùng Cơ Điện,Tư liệu sản xuất,UPCoM,3000000
EMS,Tổng Công ty Chuyển phát nhanh Bưu Điện - CTCP,Vận tải,UPCoM,20999440
EPC,CTCP Cà phê Ea Pốk,"Thực phẩm, đồ uống và thuốc lá",UPCoM,9388500
EPH,CTCP Dịch vụ Xuất bản Giáo dục Hà Nội,Truyền thông và giải trí,UPCoM,2500000
EVE,CTCP Everpia,Hàng tiêu dùng và trang trí,HOSE,41979773
EVF,Công ty Tài chính Cổ phần Điện lực,Tổ chức tín dụng,HOSE,0
EVG,CTCP Tập đoàn EverLand,Phát triển và quản lý bất động sản,HOSE,105000000
EVS,CTCP Chứng khoán Everest,Dịch vụ tài chính,HNX,164800618
FBA,CTCP Tập đoàn Quốc tế FBA,Phân phối và bán lẻ hàng lâu bền,UPCoM,3414900
FBC,CTCP Cơ khí Phổ Yên,Xe và linh kiện,UPCoM,3700000
FCC,CTCP Liên hợp Thực phẩm,"Thực phẩm, đồ uống và thuốc lá",UPCoM,5997040
FCM,CTCP Khoáng sản FECON,Nguyên vật liệu,HOSE,41000000
FCN,CTCP FECON,Tư liệu sản xuất,HOSE,125439005
FCS,CTCP Lương thực Thành phố Hồ Chí Minh,"Thực phẩm, đồ uống và thuốc lá",UPCoM,29450000
FDC,CTCP Ngoại thương và Phát triển Đầu tư Thành phố Hồ Chí Minh,Phát triển và quản lý bất động sản,HOSE,38629988
FGL,CTCP Cà phê Gia Lai,"Thực phẩm, đồ uống và thuốc lá",UPCoM,14676300
FHN,CTCP Xuất nhập khẩu Lương thực Thực phẩm Hà Nội,"Thực phẩm, đồ uống và thuốc lá",UPCoM,3000000
FHS,CTCP Phát hành Sách Thành phố Hồ Chí Minh,Phân phối và bán lẻ hàng lâu bền,UPCoM,12751462
FIC,Tổng Công ty Vật liệu Xây dựng số 1 - CTCP,Nguyên vật liệu,UPCoM,127000000
FID,CTCP Đầu tư và Phát triển Doanh nghiệp Việt Nam,Phân phối và bán lẻ hàng lâu bền,HNX,24715958
FIR,CTCP Địa ốc First Real,Phát triển và quản lý bất động sản,HOSE,27039864
FIT,CTCP Tập đoàn F.I.T,"Dược phẩm, Công nghệ sinh học và Khoa học thường thức",HOSE,254730247
FLC,CTCP Tập đoàn FLC,Phát triển và quản lý bất động sản,UPCoM,709997807
FMC,CTCP Thực phẩm Sao Ta,"Thực phẩm, đồ uống và thuốc lá",HOSE,58850000
FOC,CTCP Dịch vụ Trực tuyến FPT,Dịch vụ viễn thông,UPCoM,18471275
FOX,CTCP Viễn thông FPT,Dịch vụ viễn thông,UPCoM,492509164
FPT,CTCP FPT,Phần mềm và dịch vụ,HOSE,907551649
FRC,CTCP Lâm đặc sản Xuất khẩu Quảng Nam,Nguyên vật liệu,UPCoM,3000000
FRM,CTCP Lâm Nghiệp Sài Gòn,Nguyên vật liệu,UPCoM,11700000
FRT,CTCP Bán lẻ Kỹ thuật số FPT,Phân phối và bán lẻ hàng lâu bền,HOSE,78981792
FSO,CTCP Cơ khí đóng tàu Thủy sản Việt Nam,Tư liệu sản xuất,UPCoM,5624966
FT1,CTCP Phụ tùng Máy số 1,Tư liệu sản xuất,UPCoM,7079853
FTI,CTCP Công nghiệp - Thương mại Hữu Nghị,Phát triển và quản lý bất động sản,UPCoM,3943710
FTM,CTCP Đầu tư và Phát triển Đức Quân,Hàng tiêu dùng và trang trí,UPCoM,50000000
FTS,CTCP Chứng khoán FPT,Dịch vụ tài chính,HOSE,145493097
FUCTVGF3,Quỹ Đầu tư Tăng trưởng Thiên Việt 3,Dịch vụ tài chính,HOSE,0
FUCTVGF4,Quỹ Đầu tư Tăng trưởng Thiên Việt 4,Dịch vụ tài chính,HOSE,0
FUCTVGF5,Quỹ đầu tư tăng trưởng Thiên Việt 5,Dịch vụ tài chính,HOSE,0
FUCVREIT,Quỹ đầu tư Bất động sản Techcom Việt Nam,Dịch vụ tài chính,HOSE,5000000
FUEABVND,Chứng chỉ Quỹ ETF ABFVN DIAMOND,Dịch vụ tài chính,HOSE,0
FUEBFVND,Chứng chỉ Quỹ ETF BVFVN DIAMOND,Dịch vụ tài chính,HOSE,5100000
FUEDCMID,Chứng chỉ Quỹ ETF DCVFMVNMIDCAP,Dịch vụ tài chính,HOSE,10400000
FUEFCV50,Chứng chỉ Quỹ ETF FPT CAPITAL VNX50,Dịch vụ tài chính,HOSE,0
FUEIP100,Chứng chỉ Quỹ ETF IPAAM VN100,Dịch vụ tài chính,HOSE,0
FUEKIV30,Chứng chỉ Quỹ ETF KIM GROWTH VN30,Dịch vụ tài chính,HOSE,75000000
FUEKIVFS,Chứng chỉ Quỹ ETF Kim Growth VNFINSELECT,Dịch vụ tài chính,HOSE,28000000
FUEKIVND,Chứng chỉ Quỹ ETF KIM GROWTH VN DIAMOND,Dịch vụ tài chính,HOSE,0
FUEMAV30,Quỹ ETF MAFM VN30,Dịch vụ tài chính,HOSE,27200000
FUEMAVND,Chứng chỉ Quỹ ETF MAFM VNDIAMOND,Dịch vụ tài chính,HOSE,19900000
FUESSV30,Quỹ ETF SSIAM VN30,Dịch vụ tài chính,HOSE,8200000
FUESSV50,Quỹ ETF SSIAM VNX50,Dịch vụ tài chính,HOSE,8900000
FUESSVFL,Quỹ ETF SSIAM VNFIN LEAD,Dịch vụ tài chính,HOSE,235200000
FUEVFVND,Quỹ ETF DCVFMVN DIAMOND,Dịch vụ tài chính,HOSE,789800000
FUEVN100,Quỹ ETF VINACAPITAL VN100,Dịch vụ tài chính,HOSE,19200000
G20,CTCP Đầu tư Dệt may Vĩnh Phúc,Hàng tiêu dùng và trang trí,UPCoM,14400000
G36,Tổng Công ty 36 - CTCP,Tư liệu sản xuất,UPCoM,103745067
GAB,CTCP Đầu tư Khai Khoáng và Quản lý Tài sản FLC,Nguyên vật liệu,UPCoM,14903987
GAS,Tổng Công ty Khí Việt Nam - CTCP,Dịch vụ tiện ích,HOSE,1913950000
GCB,CTCP Petec Bình Định,Phân phối và bán lẻ hàng lâu bền,UPCoM,4039147
GCF,CTCP Thực phẩm G.C,"Thực phẩm, đồ uống và thuốc lá",UPCoM,30679999
GDA,CTCP Tôn Đông Á,Nguyên vật liệu,UPCoM,114691510
GDT,CTCP Chế biến Gỗ Đức Thành,Hàng tiêu dùng và trang trí,HOSE,17136968
GDW,CTCP Cấp nước Gia Định,Dịch vụ tiện ích,HNX,9500000
GEE,CTCP Điện lực Gelex,Hàng tiêu dùng và trang trí,HOSE,0
GEG,CTCP Điện Gia Lai,Dịch vụ tiện ích,HOSE,271175188
GER,CTCP Thể thao Ngôi sao Geru,Xe và linh kiện,UPCoM,2200000
GEX,CTCP Tập đoàn GELEX,Hàng tiêu dùng và trang trí,HOSE,488244000
GGG,CTCP Ô tô Giải Phóng,Tư liệu sản xuất,UPCoM,29388589
GH3,CTCP Công trình Giao thông Hà Nội,Tư liệu sản xuất,UPCoM,11500000
GHC,CTCP Thủy điện Gia Lai,Dịch vụ tiện ích,UPCoM,47662500
GIC,CTCP Đầu tư Dịch vụ và Phát triển Xanh,Vận tải,HNX,12120000
GIL,CTCP Sản xuất Kinh doanh và Xuất nhập khẩu Bình Thạnh,Hàng tiêu dùng và trang trí,HOSE,36000000
GKM,CTCP GKM Holdings,Nguyên vật liệu,HNX,31434237
GLC,CTCP Vàng Lào Cai,Nguyên vật liệu,UPCoM,10500000
GLT,CTCP Kỹ thuật Điện Toàn cầu,Dịch vụ viễn thông,HNX,10456092
GLW,CTCP Cấp thoát nước Gia Lai,Dịch vụ tiện ích,UPCoM,18000000
GMA,CTCP G-Automobile,Phân phối và bán lẻ hàng lâu bền,HNX,19999999
GMC,CTCP Garmex Sài Gòn,Hàng tiêu dùng và trang trí,HOSE,30005280
GMD,CTCP Gemadept,Vận tải,HOSE,301377957
GMH,CTCP Minh Hưng Quảng Trị,Nguyên vật liệu,HOSE,0
GMX,CTCP Gạch ngói Gốm Xây dựng Mỹ Xuân,Nguyên vật liệu,HNX,9040697
GND,CTCP Gạch ngói Đồng Nai,Nguyên vật liệu,UPCoM,9000000
GPC,CTCP Tập đoàn Green+,Phân phối và bán lẻ hàng lâu bền,UPCoM,41594000
GSM,CTCP Thủy điện Hương Sơn,Dịch vụ tiện ích,UPCoM,28562000
GSP,CTCP Vận tải Sản Phẩm Khí Quốc tế,Vận tải,HOSE,36000000
GTA,CTCP Chế biến gỗ Thuận An,Nguyên vật liệu,HOSE,10400000
GTD,CTCP Giầy Thượng Đình,Hàng tiêu dùng và trang trí,UPCoM,9300000
GTS,CTCP Công trình Giao thông Sài Gòn,Tư liệu sản xuất,UPCoM,28499764
GTT,CTCP Thuận Thảo,Vận tải,UPCoM,43503000
GVR,Tập đoàn Công nghiệp Cao su Việt Nam - CTCP,Nguyên vật liệu,HOSE,4000000000
GVT,CTCP Giấy Việt Trì,Nguyên vật liệu,UPCoM,11605100
H11,CTCP Xây dựng HUD101,Tư liệu sản xuất,UPCoM,1060000
HAC,CTCP Chứng khoán Hải Phòng,Dịch vụ tài chính,UPCoM,29181096
HAD,CTCP Bia Hà Nội - Hải Dương,"Thực phẩm, đồ uống và thuốc lá",HNX,4000000
HAF,CTCP Thực phẩm Hà Nội,"Thực phẩm, đồ uống và thuốc lá",UPCoM,14500000
HAG,CTCP Hoàng Anh Gia Lai,"Thực phẩm, đồ uống và thuốc lá",HOSE,927467947
HAH,CTCP Vận tải và Xếp dỡ Hải An,Vận tải,HOSE,70344667
HAI,CTCP Nông dược H.A.I,Phân phối và bán lẻ hàng lâu bền,UPCoM,182682799
HAM,CTCP Vật tư Hậu Giang,Phân phối và bán lẻ hàng lâu bền,UPCoM,9638061
HAN,Tổng Công ty Xây dựng Hà Nội - CTCP,Tư liệu sản xuất,UPCoM,141048000
HAP,CTCP Tập đoàn Hapaco,Nguyên vật liệu,HOSE,0
HAR,CTCP Đầu tư Thương mại Bất động sản An Dương Thảo Điền,Phát triển và quản lý bất động sản,HOSE,101350100
HAS,CTCP Hacisco,Tư liệu sản xuất,HOSE,8000000
